col1,col2,col3
4.973422709706584,-0.21070390741612705,2.476993258892262
-2.8899179058652926,-0.042681125110362005,-1.5251050216378919
2.6027190035255474,-0.7793386556191829,-0.2143304147598189
-2.6678691646844377,-1.5244379034967237,-0.1455153461064817
-0.6593921465401376,0.22163064740335706,-0.07857825762535273
0.47027279794611354,1.5041907998081991,-0.8488210605382487
0.6648960820677834,1.0414030031635455,1.5161004401993174
-2.4149471932769777,-0.8747576150209252,0.9520045083339884
-2.9666277128164196,-1.245057800124322,0.46054312104908096
-5.2807454274526044,0.5418780163192661,0.49498445065269026
-1.4302490889578587,-2.7985362668687275,1.0224337101976306
4.243902572246763,-2.0604528958135653,-0.5445683620049994
-1.8862791292694985,1.4004558925691988,-0.8227867502634355
-1.4165818866897912,-3.1300177995792176,1.6412289286699233
4.2746969060478435,-0.1511670486560735,0.1448175605793405
-3.305477963548855,0.9562558293432704,0.6286101359609281
0.5192858120472478,-1.2788481562875915,0.8473261782318724
3.195028166056799,3.557542624426966,-0.08946364449407326
-1.697650748101764,-1.7133639039465967,2.154547346214778
0.2507722376214927,-2.0517346697391106,1.9450507671000914
2.241123469054226,1.9242545465926943,1.6078216463627206
-0.2083111449100363,1.9481048159297143,-0.3625102231084841
-0.028628257318843237,1.5017235029019071,-1.8551689686640953
-1.0554653532124092,2.4268077670350654,1.1317090743341838
-0.7388864538507133,-3.1069975989667897,1.6674272681858886
-2.545710494455116,1.6704732995865885,0.2593474591861773
-1.87588039327705,-1.3531573250652922,0.05456287708662651
4.994556221014427,-0.38467495963209736,-1.5305250032294566
-1.0570564707172663,-3.901250400321867,0.34177679620999046
0.7096249671873871,-2.1051729339968586,-0.5329727630642133
-1.8954102569003635,0.05326549914945137,-0.0650298983271696
-1.541285094863673,2.770445822138293,0.24214098925938576
3.0965332393375147,-0.6175079301612945,-0.3395029602858382
-2.9001388162969857,0.23141100086082514,-1.0457433268023892
1.0746281426404,2.1370172035311024,-1.4457435887175154
-2.5875913133792507,-0.9602884416177274,0.8678389311243915
-1.8493444842420432,-1.125478050963711,-0.7487066879944143
3.09998967478495,-0.8450526108238452,0.8029867364529312
3.3584214290725796,1.837490809422976,0.22567390304326324
-3.024897612606126,-1.2975500652181462,0.9959857909256894
